  1.6330510934443E-01  5.2041704279304E-18  9.8219189046698E-04  2.8730246244240E-04
  1.0018275565275E-19  1.3456135077901E-03 -2.1071782685670E-02 -2.2266903787716E-18
 -1.5282972491425E-02 -1.7997295301453E-03 -6.3282658749517E-20  7.9248466287148E-04
 -1.6178814067292E-02 -1.2448773090814E-18 -4.1733310676311E-03 -1.3410495181790E-03
  1.6473074761573E-20  1.5970031157695E-03  2.3773010797792E-03 -2.5284014212497E-19
 -6.5084857010089E-03  2.1959512573988E-03  5.1038494315080E-19  6.1219230205850E-03
 -2.0625020624327E-02 -1.5310706347139E-02  1.3444943158640E-02 -2.0625020624327E-02
  1.5310706347139E-02  1.3444943158640E-02  1.6027212317702E-04  2.4097200286270E-04
  1.5704878502836E-04  1.6027212317702E-04 -2.4097200286270E-04  1.5704878502836E-04
  6.2230919834370E-03  1.0285549149669E-02  1.2829328068092E-02  6.2230919834370E-03
 -1.0285549149669E-02  1.2829328068092E-02 -3.0629448847522E-04  1.8181286759459E-04
 -8.4440136925827E-04 -3.0629448847522E-04 -1.8181286759459E-04 -8.4440136925827E-04
 -8.9694561599236E-04 -4.9160116754071E-19 -7.1431380740965E-03  1.5085640572342E-03
  1.6357936439232E-19  1.1221467993471E-03 -3.7394802102539E-03 -2.2407442086393E-19
  1.0318960199171E-04 -1.9217801503355E-03  1.9371547026005E-21  1.8022726557200E-03
 -1.8458742962931E-02 -9.9098127063282E-19  2.2970663377645E-03 -9.9367363050348E-04
 -1.9566891587852E-20  5.6576666938531E-04  4.8825867323717E-04  1.0277418056932E-19
  1.2357706125506E-03  3.1387445634528E-02  1.4565302426110E-18 -7.6418541880906E-03
 -1.8471436168883E-02  2.7095834478292E-03 -4.7719942572506E-03 -1.8471436168883E-02
 -2.7095834478292E-03 -4.7719942572506E-03  6.1623705704201E-04  2.4871594747245E-04
 -7.1088750265775E-04  6.1623705704201E-04 -2.4871594747245E-04 -7.1088750265775E-04
  1.2851212094729E-03  9.5911078284966E-04  1.4748452916346E-03  1.2851212094729E-03
 -9.5911078284966E-04  1.4748452916346E-03 -2.4886915601369E-04  1.5721546951772E-04
 -1.3347799548147E-03 -2.4886915601369E-04 -1.5721546951772E-04 -1.3347799548147E-03
 -3.1979360081045E-02 -2.4944066257719E-18 -8.7546295322372E-03 -3.0173329992981E-04
 -7.9849257466609E-20 -9.7204298862035E-04  3.3688950082751E-03  4.5004747262085E-20
 -2.5849601728238E-03  4.7693537757972E-04  2.4278797612347E-20 -1.0148866584424E-04
 -1.2726353029953E-03  5.3246454384851E-20  2.0868931978089E-03 -1.1917466082225E-03
 -1.7274904643639E-19 -1.6038934188401E-03 -1.9087925513220E-02 -1.0010313638057E-18
  2.7415921639080E-03  8.6469467853206E-04  3.8196297881696E-20 -2.6152537619327E-04
  2.7312992781318E-03  8.6606564124786E-20 -1.3245608364446E-03 -3.3808344770835E-04
 -6.4677778407712E-20 -7.2427393276805E-04  4.0974516150639E-03 -1.3923795344331E-20
 -4.3219897837530E-03  3.1090580245325E-04  1.4706224638835E-22 -3.0192644289012E-04
 -1.2427915853662E-03 -3.2297451449803E-20  6.8985519641898E-04 -3.0445686627591E-03
 -3.5645498433116E-19 -2.7780701513821E-03  2.4946164684763E-04 -1.3673505244387E-19
 -2.5097148254602E-03  5.5911164158864E-04  1.0748817132831E-20 -3.7778240670530E-04
 -1.1302314746518E-02 -3.1296815328460E-03 -1.4590019539125E-03 -1.1302314746518E-02
  3.1296815328460E-03 -1.4590019539125E-03 -6.6889138939246E-04  6.6712572487300E-04
 -4.1616440062849E-04 -6.6889138939246E-04 -6.6712572487300E-04 -4.1616440062849E-04
  1.6991890674666E-03 -1.2986760919136E-03  1.0077101270670E-03  1.6991890674666E-03
  1.2986760919136E-03  1.0077101270670E-03  1.0415517221220E-03 -9.0498886590041E-04
 -5.3685224439843E-04  1.0415517221220E-03  9.0498886590041E-04 -5.3685224439843E-04
