 3.6855E+00  2.3130E-18  3.6140E-20
 2.3130E-18  3.6855E+00 -7.3485E-20
 1.2047E-21  4.5777E-20  4.1461E+00
 3.6855E+00  2.3130E-18  0.0000E+00
 2.3130E-18  3.6855E+00  3.4935E-20
 1.2047E-21  9.6374E-21  4.1461E+00
 3.7505E+00  9.7726E-02  0.0000E+00
-9.7726E-02  3.7505E+00 -7.3485E-20
 1.2047E-21  3.6742E-20  4.0725E+00
 3.7505E+00  9.7726E-02  0.0000E+00
-9.7726E-02  3.7505E+00 -1.2047E-21
 1.9275E-20  6.0233E-22  4.0725E+00
 3.7505E+00 -9.7726E-02  0.0000E+00
 9.7726E-02  3.7505E+00  7.1075E-20
 1.9275E-20 -3.5538E-20  4.0725E+00
 3.7505E+00 -9.7726E-02  0.0000E+00
 9.7726E-02  3.7505E+00 -1.2047E-21
 1.9275E-20 -3.5538E-20  4.0725E+00
 3.4975E+00  4.5494E-02  3.0413E-01
 4.5494E-02  3.5500E+00 -1.7559E-01
 8.9685E-02 -5.1780E-02  4.1176E+00
 3.4975E+00  4.5494E-02 -3.0413E-01
 4.5494E-02  3.5500E+00  1.7559E-01
-8.9685E-02  5.1780E-02  4.1176E+00
 3.5763E+00  2.3130E-18  0.0000E+00
 2.3130E-18  3.4712E+00  3.5118E-01
 1.2047E-21  1.0356E-01  4.1176E+00
 3.4975E+00 -4.5494E-02 -3.0413E-01
-4.5494E-02  3.5500E+00 -1.7559E-01
-8.9685E-02 -5.1780E-02  4.1176E+00
 3.4975E+00 -4.5494E-02  3.0413E-01
-4.5494E-02  3.5500E+00  1.7559E-01
 8.9685E-02  5.1780E-02  4.1176E+00
 3.5763E+00  2.3130E-18  0.0000E+00
 2.3130E-18  3.4712E+00 -3.5118E-01
 1.2047E-21 -1.0356E-01  4.1176E+00
-2.0362E+00 -1.7739E-02  1.3062E-01
-1.7739E-02 -2.0567E+00 -7.5414E-02
 7.7944E-02 -4.5001E-02 -3.2378E+00
-2.0362E+00 -1.7739E-02 -1.3062E-01
-1.7739E-02 -2.0567E+00  7.5414E-02
-7.7944E-02  4.5001E-02 -3.2378E+00
-2.0669E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -2.0260E+00  1.5083E-01
 1.2047E-21  9.0002E-02 -3.2378E+00
-2.0362E+00  1.7739E-02 -1.3062E-01
 1.7739E-02 -2.0567E+00 -7.5414E-02
-7.7944E-02 -4.5001E-02 -3.2378E+00
-2.0362E+00  1.7739E-02  1.3062E-01
 1.7739E-02 -2.0567E+00  7.5414E-02
 7.7944E-02  4.5001E-02 -3.2378E+00
-2.0669E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -2.0260E+00 -1.5083E-01
 1.2047E-21 -9.0002E-02 -3.2378E+00
-1.9862E+00 -7.8010E-03  9.1659E-02
-7.8010E-03 -1.9952E+00 -5.2919E-02
 1.0672E-01 -6.1617E-02 -3.3567E+00
-1.9862E+00 -7.8010E-03 -9.1659E-02
-7.8010E-03 -1.9952E+00  5.2919E-02
-1.0672E-01  6.1617E-02 -3.3567E+00
-1.9997E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -1.9817E+00  1.0584E-01
 1.2047E-21  1.2323E-01 -3.3567E+00
-1.9862E+00  7.8010E-03 -9.1659E-02
 7.8010E-03 -1.9952E+00 -5.2919E-02
-1.0672E-01 -6.1617E-02 -3.3567E+00
-1.9862E+00  7.8010E-03  9.1659E-02
 7.8010E-03 -1.9952E+00  5.2919E-02
 1.0672E-01  6.1617E-02 -3.3567E+00
-1.9997E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -1.9817E+00 -1.0584E-01
 1.2047E-21 -1.2323E-01 -3.3567E+00
-3.1866E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -3.1866E+00  7.1075E-20
-1.6865E-20  6.0233E-22 -1.6888E+00
-3.1866E+00  2.3130E-18  0.0000E+00
 2.3130E-18 -3.1866E+00 -3.7345E-20
-1.6865E-20  6.0233E-22 -1.6888E+00
-3.2299E+00 -3.3692E-02  0.0000E+00
 3.3692E-02 -3.2299E+00  7.1075E-20
 1.2047E-21  1.8672E-20 -1.5857E+00
-3.2299E+00 -3.3692E-02  0.0000E+00
 3.3692E-02 -3.2299E+00 -1.2047E-21
 1.2047E-21  6.0233E-22 -1.5857E+00
-3.2299E+00  3.3692E-02  0.0000E+00
-3.3692E-02 -3.2299E+00 -7.3485E-20
 1.2047E-21 -1.7468E-20 -1.5857E+00
-3.2299E+00  3.3692E-02  0.0000E+00
-3.3692E-02 -3.2299E+00 -1.2047E-21
 1.2047E-21 -1.7468E-20 -1.5857E+00
