 3.4783E+00 -3.4232E-17  1.9949E-18
 5.5033E-18  3.4783E+00  9.2519E-18
-2.6689E-18 -3.0840E-19  3.9280E+00
 3.4783E+00  2.7756E-18 -4.2212E-18
 1.1891E-17  3.4783E+00 -4.6259E-18
 1.9570E-18  8.9435E-18  3.9280E+00
 3.4810E+00  8.0351E-03 -4.2212E-18
-8.0351E-03  3.4810E+00 -9.2519E-18
-5.9862E-18 -9.5603E-18  3.8838E+00
 3.4810E+00  8.0351E-03  3.8742E-18
-8.0351E-03  3.4810E+00  1.8504E-17
-1.3603E-18 -3.0840E-19  3.8838E+00
 3.4810E+00 -8.0351E-03 -4.2212E-18
 8.0351E-03  3.4810E+00  9.2519E-18
-1.3603E-18 -9.5603E-18  3.8838E+00
 3.4810E+00 -8.0351E-03  3.8742E-18
 8.0351E-03  3.4810E+00 -1.8504E-17
-1.3603E-18 -9.5603E-18  3.8838E+00
 3.1405E+00  1.8581E-01  3.7232E-01
 1.8581E-01  3.3551E+00 -2.1496E-01
-1.7116E-01  9.8817E-02  4.0009E+00
 3.1405E+00  1.8581E-01 -3.7232E-01
 1.8581E-01  3.3551E+00  2.1496E-01
 1.7116E-01 -9.8817E-02  4.0009E+00
 3.4623E+00  2.7756E-18 -4.2212E-18
-7.9442E-18  3.0332E+00  4.2992E-01
-2.0373E-18 -1.9763E-01  4.0009E+00
 3.1405E+00 -1.8581E-01 -3.7232E-01
-1.8581E-01  3.3551E+00 -2.1496E-01
 1.7116E-01  9.8817E-02  4.0009E+00
 3.1405E+00 -1.8581E-01  3.7232E-01
-1.8581E-01  3.3551E+00  2.1496E-01
-1.7116E-01 -9.8817E-02  4.0009E+00
 3.4623E+00  2.7756E-18 -4.2212E-18
-7.9442E-18  3.0332E+00 -4.2992E-01
 6.6378E-18  1.9763E-01  4.0009E+00
-1.9973E+00  1.2556E-01  2.5706E-01
 1.2556E-01 -1.8523E+00 -1.4841E-01
-1.4712E-01  8.4940E-02 -3.0865E+00
-1.9973E+00  1.2556E-01 -2.5706E-01
 1.2556E-01 -1.8523E+00  1.4841E-01
 1.4712E-01 -8.4940E-02 -3.0865E+00
-1.7798E+00  2.7756E-18 -4.2212E-18
-1.4845E-17 -2.0698E+00  2.9682E-01
-3.9420E-18 -1.6988E-01 -3.0865E+00
-1.9973E+00 -1.2556E-01 -2.5706E-01
-1.2556E-01 -1.8523E+00 -1.4841E-01
 1.4712E-01  8.4940E-02 -3.0865E+00
-1.9973E+00 -1.2556E-01  2.5706E-01
-1.2556E-01 -1.8523E+00  1.4841E-01
-1.4712E-01 -8.4940E-02 -3.0865E+00
-1.7798E+00  2.7756E-18 -4.2212E-18
-1.4845E-17 -2.0698E+00 -2.9682E-01
 8.5426E-18  1.6988E-01 -3.0865E+00
-1.9637E+00  1.5717E-01  2.1630E-01
 1.5717E-01 -1.7823E+00 -1.2488E-01
-1.3721E-01  7.9216E-02 -3.3009E+00
-1.9637E+00  1.5717E-01 -2.1630E-01
 1.5717E-01 -1.7823E+00  1.2488E-01
 1.3721E-01 -7.9216E-02 -3.3009E+00
-1.6915E+00  2.7756E-18 -4.2212E-18
-5.4328E-18 -2.0545E+00  2.4976E-01
 2.4599E-18 -1.5843E-01 -3.3009E+00
-1.9637E+00 -1.5717E-01 -2.1630E-01
-1.5717E-01 -1.7823E+00 -1.2488E-01
 1.3721E-01  7.9216E-02 -3.3009E+00
-1.9637E+00 -1.5717E-01  2.1630E-01
-1.5717E-01 -1.7823E+00  1.2488E-01
-1.3721E-01 -7.9216E-02 -3.3009E+00
-1.6915E+00  2.7756E-18 -4.2212E-18
-5.4328E-18 -2.0545E+00 -2.4976E-01
 2.1407E-18  1.5843E-01 -3.3009E+00
-2.9235E+00 -3.4232E-17 -2.4864E-18
-2.6236E-17 -2.9235E+00  0.0000E+00
-5.8210E-18  4.3175E-18 -1.5664E+00
-2.9235E+00 -3.4232E-17 -4.2212E-18
 1.2214E-17 -2.9235E+00  0.0000E+00
-1.1950E-18 -4.9343E-18 -1.5664E+00
-2.9335E+00 -2.0631E-01  1.4283E-17
 2.0631E-01 -2.9335E+00  9.2519E-18
-8.5383E-18  1.3569E-17 -1.4848E+00
-2.9335E+00 -2.0631E-01 -6.5341E-18
 2.0631E-01 -2.9335E+00 -1.8504E-17
 5.3395E-18  4.3175E-18 -1.4848E+00
-2.9335E+00  2.0631E-01 -4.2212E-18
-2.0631E-01 -2.9335E+00 -9.2519E-18
 5.3395E-18 -1.4186E-17 -1.4848E+00
-2.9335E+00  2.0631E-01 -6.5341E-18
-2.0631E-01 -2.9335E+00  1.8504E-17
 5.3395E-18  4.3175E-18 -1.4848E+00
