 3.3699E+00 -1.3572E-16  3.4419E-02
-1.5424E-16  2.5058E+00 -1.2799E-16
-2.3895E-02 -1.4190E-16  2.4747E+00
 3.3699E+00 -1.3572E-16  3.4419E-02
-1.5424E-16  2.5058E+00 -1.2804E-16
-2.3895E-02 -1.4190E-16  2.4747E+00
 4.7422E+00 -3.2584E-16 -1.9768E-02
-3.4435E-16  5.6106E+00 -3.2016E-16
 3.8942E-01 -3.3391E-16  7.3094E+00
 4.7422E+00 -3.2584E-16 -1.9768E-02
-3.4435E-16  5.6106E+00 -3.2006E-16
 3.8942E-01 -3.3391E-16  7.3094E+00
-1.7717E+00 -2.2412E-01  6.6458E-01
-1.8855E-01 -1.9137E+00 -7.2507E-01
 6.4172E-01 -8.9056E-01 -3.2228E+00
-1.7717E+00  2.2412E-01  6.6458E-01
 1.8855E-01 -1.9137E+00  7.2507E-01
 6.4172E-01  8.9056E-01 -3.2228E+00
-1.7717E+00 -2.2412E-01  6.6458E-01
-1.8855E-01 -1.9137E+00 -7.2507E-01
 6.4172E-01 -8.9056E-01 -3.2228E+00
-1.7717E+00  2.2412E-01  6.6458E-01
 1.8855E-01 -1.9137E+00  7.2507E-01
 6.4172E-01  8.9056E-01 -3.2228E+00
-2.2843E+00 -1.0223E+00 -6.7191E-01
-1.0922E+00 -2.1445E+00 -6.3571E-01
-8.2449E-01 -4.7572E-01 -1.6692E+00
-2.2843E+00  1.0223E+00 -6.7191E-01
 1.0922E+00 -2.1445E+00  6.3571E-01
-8.2449E-01  4.7572E-01 -1.6692E+00
-2.2843E+00 -1.0223E+00 -6.7191E-01
-1.0922E+00 -2.1445E+00 -6.3571E-01
-8.2449E-01 -4.7572E-01 -1.6692E+00
-2.2843E+00  1.0223E+00 -6.7191E-01
 1.0922E+00 -2.1445E+00  6.3571E-01
-8.2449E-01  4.7572E-01 -1.6692E+00
